,queries,labels
10495,,RIESLING X SYLVANER
10496,,RIESLING X SYLVANER
10497,,RIESLING X TRAMINER
10498,,RIESLING X TRAMINER
10499,,RIESLING/GEWURZTRAMINER
10500,,RIESLING/GEWURZTRAMINER
10501,,RIVANER
10502,,RIVANER
10503,,RIVANER MORIO MUSKAT
10504,,RIVANER MORIO MUSKAT
10505,,RIVANER RIESLING
10506,,RIVANER RIESLING
10507,,RKATITELI
10508,,RKATITELI
10509,,ROERO ARNEIS
10510,,ROERO ARNEIS
10511,,ROSENMUSKATELLER
10512,,ROSENMUSKATELLER
10513,,ROSIOARA PAMID
10514,,ROSIOARA PAMID
10515,,ROSSESE
10516,,ROSSESE
10517,,ROSSO
10518,,ROSSO
10519,,ROSSO COLLI DI LUNI
10520,,ROSSO COLLI DI LUNI
10521,,ROSSO DI CARDINALE
10522,,ROSSO DI CARDINALE
10523,,ROSSO DI MONTALCINO
10524,,ROSSO DI MONTALCINO
10525,,ROSSO DI TOSCANA
10526,,ROSSO DI TOSCANA
10527,,ROTBERGER
10528,,ROTBERGER
10529,,ROUSSANNE
10530,,ROUSSANNE
10531,,RUBINO
10532,,RUBINO
10533,,RUBY CABERNET
10534,,RUBY CABERNET
10535,,RUBY CABERNET/CINSAULT
10536,,RUBY CABERNET/CINSAULT
10537,,RUBY CABERNET/MERLOT
10538,,RUBY CABERNET/MERLOT
10539,,RUBY CABERNET/PINOTAGE
10540,,RUBY CABERNET/PINOTAGE
10541,,RULAENDER
10542,,RULAENDER
10543,,RYUGAN
10544,,RYUGAN
10545,,SAGRANTINO
10546,,SAGRANTINO
10547,,SAMTROT
10548,,SAMTROT
10549,,SANGIOVESE
10550,,SANGIOVESE
10551,,SANGIOVESE/CABERNET SAUVIGNON
10552,,SANGIOVESE/CABERNET SAUVIGNON
10553,,SANGIOVESE/MALBEC
10554,,SANGIOVESE/MALBEC
10555,,SANGIOVESE/MERLOT
10556,,SANGIOVESE/MERLOT
10557,,SANGIOVESE/SHIRAZ
10558,,SANGIOVESE/SHIRAZ
10559,,SARBA
10560,,SARBA
10561,,SAUTERNES
10562,,SAUTERNES
10563,,SAUVIGNON
10564,,SAUVIGNON
10565,,SAUVIGNON BLANC
10566,,SAUVIGNON BLANC
10567,,SAUVIGNON BLANC/CHARDONNAY
10568,,SAUVIGNON BLANC/CHARDONNAY
10569,,SAUVIGNON BLANC/CHENIN BLANC
10570,,SAUVIGNON BLANC/CHENIN BLANC
10571,,SAUVIGNON BLANC/GARGANEGA
10572,,SAUVIGNON BLANC/GARGANEGA
10573,,SAUVIGNON BLANC/SEMILLON
10574,,SAUVIGNON BLANC/SEMILLON
10575,,SAUVIGNON GRIS
10576,,SAUVIGNON GRIS
10577,,SAVAGNIN
10578,,SAVAGNIN
10579,,SCHEUREBE
10580,,SCHEUREBE
10581,,SCHEUREBE BACCHUS
10582,,SCHEUREBE BACCHUS
10583,,SCHEUREBE HUXELREBE
10584,,SCHEUREBE HUXELREBE
10585,,SCHEUREBE MUELLER TH
10586,,SCHEUREBE MUELLER TH
10587,,SCHIAVA
10588,,SCHIAVA
10589,,SCHWARZRIESLING
10590,,SCHWARZRIESLING
10591,,SEMILLON
10592,,SEMILLON
10593,,SEMILLON/CHARDONNAY
10594,,SEMILLON/CHARDONNAY
10595,,SEMILLON/MUSCADELLE
10596,,SEMILLON/MUSCADELLE
10597,,SEMILLON/SAUVIGNON BLANC
10598,,SEMILLON/SAUVIGNON BLANC
10599,,SEMILLON/SAUVIGNON BLANC/CHARDONNAY
10600,,SEMILLON/SAUVIGNON BLANC/CHARDONNAY
10601,,SEYVAL BLANC
10602,,SEYVAL BLANC
10603,,SEZAO
10604,,SEZAO
10605,,SHIRAZ
10606,,SHIRAZ
10607,,SHIRAZ CABERNET
10608,,SHIRAZ CABERNET
10609,,SHIRAZ MOURVEDRE GRENACHE TEMPRANILLO
10610,,SHIRAZ MOURVEDRE GRENACHE TEMPRANILLO
10611,,SHIRAZ ROUGE
10612,,SHIRAZ ROUGE
10613,,SHIRAZ/CABERNET SAUVIGNON
10614,,SHIRAZ/CABERNET SAUVIGNON
10615,,SHIRAZ/CABERNET SAUVIGNON/MALBEC
10616,,SHIRAZ/CABERNET SAUVIGNON/MALBEC
10617,,SHIRAZ/CABERNET SAUVIGNON/MERLOT
10618,,SHIRAZ/CABERNET SAUVIGNON/MERLOT
10619,,SHIRAZ/GRENACHE
10620,,SHIRAZ/GRENACHE
10621,,SHIRAZ/GRENACHE/CARIGNAN
10622,,SHIRAZ/GRENACHE/CARIGNAN
10623,,SHIRAZ/GRENACHE/MOURVEDRE
10624,,SHIRAZ/GRENACHE/MOURVEDRE
10625,,SHIRAZ/MALBEC
10626,,SHIRAZ/MALBEC
10627,,SHIRAZ/MATARO
10628,,SHIRAZ/MATARO
10629,,SHIRAZ/MERLOT
10630,,SHIRAZ/MERLOT
10631,,SHIRAZ/MERLOT/CABERNET SAUVIGNON
10632,,SHIRAZ/MERLOT/CABERNET SAUVIGNON
10633,,SHIRAZ/MOURVEDRE
10634,,SHIRAZ/MOURVEDRE
10635,,SHIRAZ/MUSCADELLE
10636,,SHIRAZ/MUSCADELLE
10637,,SHIRAZ/SANGIOVESE
10638,,SHIRAZ/SANGIOVESE
10639,,SHIRAZ/SYRAH
10640,,SHIRAZ/SYRAH
10641,,SHIRAZ/VIOGNIER
10642,,SHIRAZ/VIOGNIER
10643,,SIEGER ORTEGA
10644,,SIEGER ORTEGA
10645,,SIEGERREBE
10646,,SIEGERREBE
10647,,SILVANER
10648,,SILVANER
10649,,SILVANER RIESLING
10650,,SILVANER RIESLING
10651,,SMÊDEREVKA
10652,,SMÊDEREVKA
10653,,SOAVE
10654,,SOAVE
10655,,SORTIERT
10656,,SORTIERT
10657,,SPATBURGUNDER
10658,,SPATBURGUNDER
10659,,SPATLESE
10660,,SPATLESE
10661,,SPUMANTE
10662,,SPUMANTE
10663,,ST. LAURENT
10664,,ST. LAURENT
10665,,STEINSCHILLER
10666,,STEINSCHILLER
10667,,SYLVANER
10668,,SYLVANER
10669,,SYRAH
10670,,SYRAH
10671,,SYRAH GRENACHE
10672,,SYRAH GRENACHE
10673,,SYRAH/CABERNET SAUVIGNON
10674,,SYRAH/CABERNET SAUVIGNON
10675,,SYRAH/MALBEC
10676,,SYRAH/MALBEC
10677,,TAMAIOASA ROMANEASCA
10678,,TAMAIOASA ROMANEASCA
10679,,TANNAT
10680,,TANNAT
10681,,TANNAT/ MERLOT
10682,,TANNAT/ MERLOT
10683,,TARRANGO
10684,,TARRANGO
10685,,TAURASI
10686,,TAURASI
10687,,TEMPRANILLO
10688,,TEMPRANILLO
10689,,TEMPRANILLO/CABERNET SAUVIGN
10690,,TEMPRANILLO/CABERNET SAUVIGN
10691,,TEMPRANILLO/GARNACHA
10692,,TEMPRANILLO/GARNACHA
10693,,TEMPRANILLO/GRENACHE/VIOGNIER
10694,,TEMPRANILLO/GRENACHE/VIOGNIER
10695,,TEMPRANILLO/MALBEC
10696,,TEMPRANILLO/MALBEC
10697,,TEROLDEGO
10698,,TEROLDEGO
10699,,TERRET
10700,,TERRET
10701,,TINTA BARROCA
10702,,TINTA BARROCA
10703,,TINTO CAO
10704,,TINTO CAO
10705,,TOCAI FRIULANO
10706,,TOCAI FRIULANO
10707,,TOKAY PINOT GRIS
10708,,TOKAY PINOT GRIS
10709,,TORBATO
10710,,TORBATO
10711,,TORRONTES
10712,,TORRONTES
10713,,TORRONTES/CHARDONNAY
10714,,TORRONTES/CHARDONNAY
10715,,TORRONTES/CHENIN BLANC
10716,,TORRONTES/CHENIN BLANC
10717,,TOSCANO
10718,,TOSCANO
10719,,TOURIGA FRANCA
10720,,TOURIGA FRANCA
10721,,TOURIGA NACIONAL
10722,,TOURIGA NACIONAL
10723,,TOURIGA NACIONAL/TOURIGA FRANCA/TINTA RORIZ/TINTA BARROCA/TINTO CAO/SOUSAO
10724,,TOURIGA NACIONAL/TOURIGA FRANCA/TINTA RORIZ/TINTA BARROCA/TINTO CAO/SOUSAO
10725,,TRAMINER
10726,,TRAMINER
10727,,TRAMINER/RIESLING
10728,,TRAMINER/RIESLING
10729,,TREBBIANO
10730,,TREBBIANO
10731,,TREIXADURA
10732,,TREIXADURA
10733,,TROLLINGER
10734,,TROLLINGER
10735,,TROLLINGER LEMBERGER
10736,,TROLLINGER LEMBERGER
10737,,TROLLINGER X RIESLING
10738,,TROLLINGER X RIESLING
10739,,TURRIGA ISOLA NURAGHI
10740,,TURRIGA ISOLA NURAGHI
10741,,TYRIAN
10742,,TYRIAN
10743,,UNB
10744,,UNB
10745,,UTIEL-REQUENA
10746,,UTIEL-REQUENA
10747,,VALPOLICELLA
10748,,VALPOLICELLA
10749,,VALPOLICELLA ROSSO
10750,,VALPOLICELLA ROSSO
10751,,VERDEJO
10752,,VERDEJO
10753,,VERDICCHIO
10754,,VERDICCHIO
10755,,VERDUZZO
10756,,VERDUZZO
10757,,VERMENTINO
10758,,VERMENTINO
10759,,VERMENTINO MAREMMA
10760,,VERMENTINO MAREMMA
10761,,VERMENTINO SARDO
10762,,VERMENTINO SARDO
10763,,VERNACCIA
10764,,VERNACCIA
10765,,VERNACCIA DI SAN GIMINGNANO
10766,,VERNACCIA DI SAN GIMINGNANO
10767,,VESPAIOLO
10768,,VESPAIOLO
10769,,VESPOLINA
10770,,VESPOLINA
10771,,VIDAL/VIDAL BLANC
10772,,VIDAL/VIDAL BLANC
10773,,VIGNANELLO
10774,,VIGNANELLO
10775,,VILLARD NOIR
10776,,VILLARD NOIR
10777,,VINSANTO
10778,,VINSANTO
10779,,VIOGNIER
10780,,VIOGNIER
10781,,VIVELLO BIANCO
10782,,VIVELLO BIANCO
10783,,VRANEC
10784,,VRANEC
10785,,WEISSER BURGUNDER
10786,,WEISSER BURGUNDER
10787,,WEISSWEIN
10788,,WEISSWEIN
10789,,WELSCHRIESLING
10790,,WELSCHRIESLING
10791,,WOELFLE
10792,,WOELFLE
10793,,ZGHIHARA DE HUSI
10794,,ZGHIHARA DE HUSI
10795,,ZIBIBBO
10796,,ZIBIBBO
10797,,ZINFANDEL
10798,,ZINFANDEL
10799,,ZWEIGELT
10800,,ZWEIGELT
10801,,ARTIFICIAL CARBONATION
10802,,ARTIFICIAL CARBONATION
10803,,CHAMPENOISE
10804,,CHAMPENOISE
10805,,CHARMAT PROCESS/CUVE CLOSE
10806,,CHARMAT PROCESS/CUVE CLOSE
10807,,METHODE TRADITIONNELLE
10808,,METHODE TRADITIONNELLE
10809,,METHODE TRADITIONNELLE/CREMANT
10810,,METHODE TRADITIONNELLE/CREMANT
10811,,RURAL/GAILLACOIS
10812,,RURAL/GAILLACOIS
10813,,TRANSFER
10814,,TRANSFER
10815,,BRUT
10816,,BRUT
10817,,BRUT NATURE
10818,,BRUT NATURE
10819,,EXTRA BRUT
10820,,EXTRA BRUT
10821,,EXTRA DRY
10822,,EXTRA DRY
10823,,MEDIUM DRY/MEDIUM SWEET
10824,,MEDIUM DRY/MEDIUM SWEET
10825,,ASTI SPUMANTE
10826,,ASTI SPUMANTE
10827,,BLANQUETTE DE LIMOUX
10828,,BLANQUETTE DE LIMOUX
10829,,CAVA
10830,,CAVA
10831,,CHAMPAGNE
10832,,CHAMPAGNE
10833,,CLAIRETTE DE DIE
10834,,CLAIRETTE DE DIE
10835,,CREMANT DE ALSACE
10836,,CREMANT DE ALSACE
10837,,CREMANT DE BORDEAUX
10838,,CREMANT DE BORDEAUX
10839,,CREMANT DE BOURGOGNE
10840,,CREMANT DE BOURGOGNE
10841,,CREMANT DE DIE
10842,,CREMANT DE DIE
10843,,CREMANT DE JURA
10844,,CREMANT DE JURA
10845,,CREMANT DE LIMOUX
10846,,CREMANT DE LIMOUX
10847,,CREMANT DE LOIRE
10848,,CREMANT DE LOIRE
10849,,FRIZZANTE
10850,,FRIZZANTE
10851,,SEKT
10852,,SEKT
10853,,SEMI-SPARKLING WINE
10854,,SEMI-SPARKLING WINE
10855,,MEDIUM SWEET
10856,,MEDIUM SWEET
10857,,APPELLATION CONTROLEE
10858,,APPELLATION CONTROLEE
10859,,DENOMINACION DE ORIGEN
10860,,DENOMINACION DE ORIGEN
10861,,DENOMINACION DE ORIGEN CALIFICADA
10862,,DENOMINACION DE ORIGEN CALIFICADA
10863,,DENOMINAZIONE DI ORIGINE CONTROLLATA
10864,,DENOMINAZIONE DI ORIGINE CONTROLLATA
10865,,DENOMINAZIONE DI ORIGINE CONTROLLATA E GUARANTITA
10866,,DENOMINAZIONE DI ORIGINE CONTROLLATA E GUARANTITA
10867,,DENOMINAZIONE DI ORIGINE PROETTA (DOP)
10868,,DENOMINAZIONE DI ORIGINE PROETTA (DOP)
10869,,INDICATION GEOGRAPHIQUE PROTEGEE
10870,,INDICATION GEOGRAPHIQUE PROTEGEE
10871,,INDICAZIONE GEOGRAFICA TIPICA
10872,,INDICAZIONE GEOGRAFICA TIPICA
10873,,LANDWEIN
10874,,LANDWEIN
10875,,QBA
10876,,QBA
10877,,QMP
10878,,QMP
10879,,TAFELWEIN
10880,,TAFELWEIN
10881,,VERBAND DEUTSCHER PRAEDIKATSWEINGUETER (VDP)
10882,,VERBAND DEUTSCHER PRAEDIKATSWEINGUETER (VDP)
10883,,VIN DE PAYS
10884,,VIN DE PAYS
10885,,VIN DE TABLE
10886,,VIN DE TABLE
10887,,VINHO DE MESA
10888,,VINHO DE MESA
10889,,VINHO DE QUALIDADE
10890,,VINHO DE QUALIDADE
10891,,VINHO REGIONAL
10892,,VINHO REGIONAL
10893,,VINO DA TAVOLA
10894,,VINO DA TAVOLA
10895,,VINO DE LA TIERRA
10896,,VINO DE LA TIERRA
10897,,VINO DE MESA
10898,,VINO DE MESA
10899,,VINTNER QUALITY ALLIANCE
10900,,VINTNER QUALITY ALLIANCE
10901,,WINE OF ORIGIN
10902,,WINE OF ORIGIN
10903,,ARABICA
10904,,ARABICA
10905,,LIBERICA
10906,,LIBERICA
10907,,ROBUSTA
10908,,ROBUSTA
10909,,COARSE GROUND
10910,,COARSE GROUND
10911,,EXTRA COURSE GROUND
10912,,EXTRA COURSE GROUND
10913,,EXTRA FINE GROUND
10914,,EXTRA FINE GROUND
10915,,FINE GROUND
10916,,FINE GROUND
10917,,GROUND - UNSPECIFIED
10918,,GROUND - UNSPECIFIED
10919,,MEDIUM COURSE GROUND
10920,,MEDIUM COURSE GROUND
10921,,MEDIUM FINE GROUND
10922,,MEDIUM FINE GROUND
10923,,MEDIUM GROUND
10924,,MEDIUM GROUND
10925,,BRAZIL - BAHIA
10926,,BRAZIL - BAHIA
10927,,BRAZIL - ESPIRITO SANTO
10928,,BRAZIL - ESPIRITO SANTO
10929,,BRAZIL - GOIAS
10930,,BRAZIL - GOIAS
10931,,BRAZIL - MINAS GERAIS
10932,,BRAZIL - MINAS GERAIS
10933,,BRAZIL - PARANA
10934,,BRAZIL - PARANA
10935,,BRAZIL - RIO DE JANEIRO
10936,,BRAZIL - RIO DE JANEIRO
10937,,BRAZIL - RONDONIA
10938,,BRAZIL - RONDONIA
10939,,BRAZIL - SAO PAULO
10940,,BRAZIL - SAO PAULO
10941,,COLOMBIA - BUCARAMANGA
10942,,COLOMBIA - BUCARAMANGA
10943,,COLOMBIA - HUILA
10944,,COLOMBIA - HUILA
10945,,COLOMBIA - MAGDELENA
10946,,COLOMBIA - MAGDELENA
10947,,COLOMBIA - MEDELLIN
10948,,COLOMBIA - MEDELLIN
10949,,COLOMBIA - NARINO
10950,,COLOMBIA - NARINO
10951,,COLOMBIA - POPAYAN
10952,,COLOMBIA - POPAYAN
10953,,COSTA - RICA - ALAJEULA
10954,,COSTA - RICA - ALAJEULA
10955,,COSTA - RICA - CENTRAL VALLEY
10956,,COSTA - RICA - CENTRAL VALLEY
10957,,COSTA - RICA - HEREDIA
10958,,COSTA - RICA - HEREDIA
10959,,COSTA - RICA - NARANJO
10960,,COSTA - RICA - NARANJO
10961,,COSTA - RICA - TARRAZU
10962,,COSTA - RICA - TARRAZU
10963,,COSTA - RICA - TRES RIOS
10964,,COSTA - RICA - TRES RIOS
10965,,COSTA - RICA - VOLCAN POAS
10966,,COSTA - RICA - VOLCAN POAS
10967,,COTE D'IVOIRE - UNCLASSIFIED
10968,,COTE D'IVOIRE - UNCLASSIFIED
10969,,ECUADOR - UNCLASSIFIED
10970,,ECUADOR - UNCLASSIFIED
10971,,ETHIOPIA - BEBEKA
10972,,ETHIOPIA - BEBEKA
10973,,ETHIOPIA - DJIMMAH
10974,,ETHIOPIA - DJIMMAH
10975,,ETHIOPIA - HARRAR
10976,,ETHIOPIA - HARRAR
10977,,ETHIOPIA - LEKEMPTI
10978,,ETHIOPIA - LEKEMPTI
10979,,ETHIOPIA - LIMMU
10980,,ETHIOPIA - LIMMU
10981,,ETHIOPIA - SIDAMO
10982,,ETHIOPIA - SIDAMO
10983,,ETHIOPIA - UNCLASSIFIED
10984,,ETHIOPIA - UNCLASSIFIED
10985,,ETHIOPIA - YERGACHEFFE
10986,,ETHIOPIA - YERGACHEFFE
10987,,GUATEMALA - ANTIGUA
10988,,GUATEMALA - ANTIGUA
10989,,GUATEMALA - ATITLAN
10990,,GUATEMALA - ATITLAN
10991,,GUATEMALA - COBAN
10992,,GUATEMALA - COBAN
10993,,GUATEMALA - HUE HUE TENANGO
10994,,GUATEMALA - HUE HUE TENANGO
10995,,GUATEMALA - SAN MARCOS
10996,,GUATEMALA - SAN MARCOS
10997,,HAWAII - KAUAI
10998,,HAWAII - KAUAI
10999,,HAWAII - KONA
11000,,HAWAII - KONA
11001,,HAWAII - MAUI
11002,,HAWAII - MAUI
11003,,HAWAII - MOLOKAI
11004,,HAWAII - MOLOKAI
11005,,HAWAII - OAHU
11006,,HAWAII - OAHU
11007,,HAWAII - UNCLASSIFIED
11008,,HAWAII - UNCLASSIFIED
11009,,HONDURAS - UNCLASSIFIED
11010,,HONDURAS - UNCLASSIFIED
11011,,INDIA - KARNATAKA
11012,,INDIA - KARNATAKA
11013,,INDIA - KERALA
11014,,INDIA - KERALA
11015,,INDIA - MALABAR
11016,,INDIA - MALABAR
11017,,INDIA - MYSORE
11018,,INDIA - MYSORE
11019,,INDIA - TAMILNADU
11020,,INDIA - TAMILNADU
11021,,INDONESIA - JAVA - CENTRAL ISLAND
11022,,INDONESIA - JAVA - CENTRAL ISLAND
11023,,INDONESIA - JAVA - EASTERN ISLAND
11024,,INDONESIA - JAVA - EASTERN ISLAND
11025,,INDONESIA - JAVA - UNCLASSIFIED
11026,,INDONESIA - JAVA - UNCLASSIFIED
11027,,INDONESIA - JAVA - WESTERN ISLAND
11028,,INDONESIA - JAVA - WESTERN ISLAND
11029,,INDONESIA - SULAWESI - TOROJALAND
11030,,INDONESIA - SULAWESI - TOROJALAND
11031,,INDONESIA - SULAWESI - UNCLASSIFIED
11032,,INDONESIA - SULAWESI - UNCLASSIFIED
11033,,INDONESIA - SUMATRA - LAKE TOBA
11034,,INDONESIA - SUMATRA - LAKE TOBA
11035,,INDONESIA - SUMATRA - LAUT TAWAR LAKE
11036,,INDONESIA - SUMATRA - LAUT TAWAR LAKE
11037,,INDONESIA - SUMATRA - LINTONG NIHUTA
11038,,INDONESIA - SUMATRA - LINTONG NIHUTA
11039,,INDONESIA - SUMATRA - SUMBUL
11040,,INDONESIA - SUMATRA - SUMBUL
11041,,INDONESIA - SUMATRA - TAKENGON
11042,,INDONESIA - SUMATRA - TAKENGON
11043,,INDONESIA - SUMATRA - UNCLASSIFIED
11044,,INDONESIA - SUMATRA - UNCLASSIFIED
11045,,JAMAICA - BLUE MOUNTAINS
11046,,JAMAICA - BLUE MOUNTAINS
11047,,KENYA - KAJIADO
11048,,KENYA - KAJIADO
11049,,KENYA - KASII
11050,,KENYA - KASII
11051,,KENYA - KITALE
11052,,KENYA - KITALE
11053,,KENYA - MOUNT KENYA
11054,,KENYA - MOUNT KENYA
11055,,KENYA - NAKURU
11056,,KENYA - NAKURU
11057,,KENYA - NYANZA
11058,,KENYA - NYANZA
11059,,KENYA - UNCLASSIFIED
11060,,KENYA - UNCLASSIFIED
11061,,MEXICO - CHIAPAS
11062,,MEXICO - CHIAPAS
11063,,MEXICO - COATEPEC
11064,,MEXICO - COATEPEC
11065,,MEXICO - VERACRUZ
11066,,MEXICO - VERACRUZ
11067,,PANAMA - BOQUETE
11068,,PANAMA - BOQUETE
11069,,PANAMA - UNCLASSIFIED
11070,,PANAMA - UNCLASSIFIED
11071,,PAPUA NEW GUINEA - HIGHLANDS
11072,,PAPUA NEW GUINEA - HIGHLANDS
11073,,PAPUA NEW GUINEA - MOROBE
11074,,PAPUA NEW GUINEA - MOROBE
11075,,PAPUA NEW GUINEA - UNCLASSIFIED
11076,,PAPUA NEW GUINEA - UNCLASSIFIED
11077,,PERU - CHANCHAMAYA
11078,,PERU - CHANCHAMAYA
11079,,PERU - CUZCO
11080,,PERU - CUZCO
11081,,SENEGAL - UNCLASSIFIED
11082,,SENEGAL - UNCLASSIFIED
11083,,TANZANIA - HIGHLANDS BETWEEN LAKE NYASSA/TANJANYIKA
11084,,TANZANIA - HIGHLANDS BETWEEN LAKE NYASSA/TANJANYIKA
11085,,TANZANIA - MOUNT KILIMANJARO
11086,,TANZANIA - MOUNT KILIMANJARO
11087,,TANZANIA - UNCLASSIFIED
11088,,TANZANIA - UNCLASSIFIED
11089,,VIETNAM - UNCLASSIFIED
11090,,VIETNAM - UNCLASSIFIED
11091,,YEMEN - HIRAZI
11092,,YEMEN - HIRAZI
11093,,YEMEN - MATTARI
11094,,YEMEN - MATTARI
11095,,YEMEN - RAIMI
11096,,YEMEN - RAIMI
11097,,YEMEN - SAN'ANI
11098,,YEMEN - SAN'ANI
11099,,YEMEN - UNCLASSIFIED
11100,,YEMEN - UNCLASSIFIED
11101,,DRINK POD/PAD
11102,,DRINK POD/PAD
11103,,HOT DRINK CAPSULE
11104,,HOT DRINK CAPSULE
11105,,DARK ROAST COFFEE
11106,,DARK ROAST COFFEE
11107,,LIGHT ROAST COFFEE
11108,,LIGHT ROAST COFFEE
11109,,UNROASTED
11110,,UNROASTED
11111,,CAN BE REFRIGERATED
11112,,CAN BE REFRIGERATED
11113,,MUST BE REFRIGERATED
11114,,MUST BE REFRIGERATED
11115,,SHELF STABLE
11116,,SHELF STABLE
11117,,BLACK COFFEE
11118,,BLACK COFFEE
11119,,CAPPUCCINO
11120,,CAPPUCCINO
11121,,ICED COFFEE
11122,,ICED COFFEE
11123,,LATTE
11124,,LATTE
11125,,MOCHA
11126,,MOCHA
11127,,WHITE COFFEE
11128,,WHITE COFFEE
11129,,POWDERED CREAM
11130,,POWDERED CREAM
11131,,POWDERED MILK
11132,,POWDERED MILK
11133,,POWDERED MILK SUBSTITUTE
11134,,POWDERED MILK SUBSTITUTE
11135,,COFFEE/TEA BAG
11136,,COFFEE/TEA BAG
11137,,LOOSE - DRINK
11138,,LOOSE - DRINK
11139,,BARLEY COFFEE
11140,,BARLEY COFFEE
11141,,BARLEY MALT
11142,,BARLEY MALT
11143,,BEECH TREE NUT
11144,,BEECH TREE NUT
11145,,CHICORY
11146,,CHICORY
11147,,GARBANZO/CHICKPEA
11148,,GARBANZO/CHICKPEA
11149,,PARSNIP
11150,,PARSNIP
11151,,PEABERRY
11152,,PEABERRY
11153,,PRE-MEASURED
11154,,PRE-MEASURED
11155,,CHOCOLATE/CORN STARCH
11156,,CHOCOLATE/CORN STARCH
11157,,CHOCOLATE/MALT
11158,,CHOCOLATE/MALT
11159,,COCOA
11160,,COCOA
11161,,COFFEE/MALT
11162,,COFFEE/MALT
11163,,BUFFALO
11164,,BUFFALO
11165,,CAMEL
11166,,CAMEL
11167,,COW
11168,,COW
11169,,DONKEY
11170,,DONKEY
11171,,GOAT
11172,,GOAT
11173,,HORSE
11174,,HORSE
11175,,MOOSE
11176,,MOOSE
11177,,PIG
11178,,PIG
11179,,SHEEP
11180,,SHEEP
11181,,YAK
11182,,YAK
11183,,AYRAN/DOOGH/TAN
11184,,AYRAN/DOOGH/TAN
11185,,BUTTERMILK
11186,,BUTTERMILK
11187,,DRINKING YOGURT
11188,,DRINKING YOGURT
11189,,FLAVOURED MILK
11190,,FLAVOURED MILK
11191,,KEFIR
11192,,KEFIR
11193,,KUMIS/AIRAG
11194,,KUMIS/AIRAG
11195,,LABAN/LEBEN
11196,,LABAN/LEBEN
11197,,SHAKE (DRINK)
11198,,SHAKE (DRINK)
11199,,SOUR MILK
11200,,SOUR MILK
11201,,WHEY DRINK
11202,,WHEY DRINK
11203,,CASHEW NUTS
11204,,CASHEW NUTS
11205,,HAZELNUT
11206,,HAZELNUT
11207,,MACADAMIA NUTS
11208,,MACADAMIA NUTS
11209,,RICE
11210,,RICE
11211,,SOY
11212,,SOY
11213,,FERMENTED DRINK
11214,,FERMENTED DRINK
11215,,WITH PRESERVATIVES
11216,,WITH PRESERVATIVES
11217,,WITH VITAMINS
11218,,WITH VITAMINS
11219,,0 MONTHS/ONWARDS
11220,,0 MONTHS/ONWARDS
11221,,1 MONTHS/ONWARDS
11222,,1 MONTHS/ONWARDS
11223,,10 MONTHS/ONWARDS
11224,,10 MONTHS/ONWARDS
11225,,11 MONTHS/ONWARDS
11226,,11 MONTHS/ONWARDS
11227,,12 MONTHS/ONWARDS
11228,,12 MONTHS/ONWARDS
11229,,2 MONTHS/ONWARDS
11230,,2 MONTHS/ONWARDS
11231,,3 MONTHS/ONWARDS
11232,,3 MONTHS/ONWARDS
11233,,4 MONTHS/ONWARDS
11234,,4 MONTHS/ONWARDS
11235,,5 MONTHS/ONWARDS
11236,,5 MONTHS/ONWARDS
11237,,6 MONTHS/ONWARDS
11238,,6 MONTHS/ONWARDS
11239,,7 MONTHS/ONWARDS
11240,,7 MONTHS/ONWARDS
11241,,8 MONTHS/ONWARDS
11242,,8 MONTHS/ONWARDS
11243,,9 MONTHS/ONWARDS
11244,,9 MONTHS/ONWARDS
11245,,CHILD 3 YEARS ONWARDS
11246,,CHILD 3 YEARS ONWARDS
11247,,CHILD 4 YEARS ONWARDS
11248,,CHILD 4 YEARS ONWARDS
11249,,ACEROLA
11250,,ACEROLA
11251,,AGAVE
11252,,AGAVE
11253,,ALMOND/APRICOT/FIBRE
11254,,ALMOND/APRICOT/FIBRE
11255,,ALOE VERA
11256,,ALOE VERA
11257,,APPLE/APRICOT
11258,,APPLE/APRICOT
11259,,APPLE/APRICOT/ORANGE
11260,,APPLE/APRICOT/ORANGE
11261,,APPLE/BLACKCURRANT
11262,,APPLE/BLACKCURRANT
11263,,APPLE/BLACKCURRANT/ELDERBERRY
11264,,APPLE/BLACKCURRANT/ELDERBERRY
11265,,APPLE/BLACKCURRANT/GRAPE
11266,,APPLE/BLACKCURRANT/GRAPE
11267,,APPLE/BLUEBERRY
11268,,APPLE/BLUEBERRY
11269,,APPLE/GOOSEBERRY
11270,,APPLE/GOOSEBERRY
11271,,APPLE/GRAPE
11272,,APPLE/GRAPE
11273,,APPLE/QUINCE
11274,,APPLE/QUINCE
11275,,APRICOT/CARROT
11276,,APRICOT/CARROT
11277,,APRICOT/GRAPE
11278,,APRICOT/GRAPE
11279,,ARONIA
11280,,ARONIA
11281,,ARONIA/ORANGE/TOMATO
11282,,ARONIA/ORANGE/TOMATO
11283,,BANANA/LEMON/PEACH
11284,,BANANA/LEMON/PEACH
11285,,BANANA/MANDARIN
11286,,BANANA/MANDARIN
11287,,BANANA/MANGO/PINEAPPLE
11288,,BANANA/MANGO/PINEAPPLE
11289,,BANANA/PEACH/RASPBERRY
11290,,BANANA/PEACH/RASPBERRY
11291,,BANANA/STRAWBERRY
11292,,BANANA/STRAWBERRY
11293,,BANANA/VANILLA
11294,,BANANA/VANILLA
11295,,BLACKCURRANT/CRANBERRY
